"tract","Name","Employment_Rate_rP_gP_pall"
17031030300,"Edgewater, Chicago, IL",0.7615
17031815200,"Berwyn, IL",0.7615
17031620400,"South Side, Chicago, IL",0.7612
17031221200,"Logan Square, Chicago, IL",0.7609
17031813702,"Cicero, IL",0.7608
17043844701,"Westmont, IL",0.7607
17031160601,"Irving Park, Chicago, IL",0.7606
17031140601,"Albany Park, Chicago, IL",0.7605
17031221000,"Logan Square, Chicago, IL",0.7604
17031750600,"South Side, Chicago, IL",0.7603
17031500100,"Cottage Grove Heights, Chicago, IL",0.7601
17031430600,"South Shore, Chicago, IL",0.76
17031040202,"Budlong Woods, Chicago, IL",0.7599
17031670300,"Englewood, Chicago, IL",0.7591
17031191100,"Belmont Cragin, Chicago, IL",0.7591
17031817200,"Maywood, IL",0.759
17031805108,"Mount Prospect, IL",0.7588
17031816600,"Stone Park, IL",0.7586
17031410700,"Hyde Park, Chicago, IL",0.7585
17031814900,"Berwyn, IL",0.7583
17031051100,"Roscoe Village, Chicago, IL",0.7583
17031241300,"West Town, Chicago, IL",0.7582
17031831200,"Hermosa, Chicago, IL",0.7581
17031381200,"Bronzeville, Chicago, IL",0.7578
17031590600,"McKinley Park, Chicago, IL",0.7578
17043844502,"Oak Brook, IL",0.7575
17031080100,"Gold Coast, Chicago, IL",0.7567
17031770800,"Schiller Park, IL",0.7566
17031190800,"Belmont Cragin, Chicago, IL",0.7566
17031711000,"Auburn Gresham, Chicago, IL",0.7566
17031730700,"South Side, Chicago, IL",0.7565
17031310200,"East Pilsen, Chicago, IL",0.7565
17031150200,"Portage Park, Chicago, IL",0.7564
17031430101,"South Shore, Chicago, IL",0.7562
17031817500,"Maywood, IL",0.756
17031838200,"Illinois Medical District, Chicago, IL",0.756
17031491300,"Roseland, Chicago, IL",0.7559
17031030104,"Edgewater, Chicago, IL",0.7559
17031320600,"South Loop, Chicago, IL",0.7557
17031140500,"Albany Park, Chicago, IL",0.7556
17031842100,"Humboldt Park, Chicago, IL",0.7554
17031827200,"Phoenix, IL",0.7554
17031814600,"Berwyn, IL",0.7552
17031530503,"South Side, Chicago, IL",0.7552
17031810200,"Evanston, IL",0.755
17031301803,"Little Village, Chicago, IL",0.7548
17031670400,"Englewood, Chicago, IL",0.7548
17031230300,"Humboldt Park, Chicago, IL",0.7544
17031242700,"Humboldt Park, Chicago, IL",0.7543
17031080400,"Old Town, Chicago, IL",0.7543
17031810100,"Evanston, IL",0.7542
17031220300,"Logan Square, Chicago, IL",0.7542
17031630300,"Gage Park, Chicago, IL",0.7537
17031841300,"Heart of Chicago, Chicago, IL",0.7537
17031070700,"Lincoln Park, Chicago, IL",0.7537
17031280100,"Fulton River District, Chicago, IL",0.7536
17031833000,"Near West Side, Chicago, IL",0.7535
18089040200,"Whiting, IN",0.7535
17031830600,"Rogers Park, Chicago, IL",0.7534
17031822102,"Oak Lawn, IL",0.7534
17031831500,"Belmont Cragin, Chicago, IL",0.7534
17031490902,"South Side, Chicago, IL",0.7533
17031830500,"Little Village, Chicago, IL",0.7532
17031825700,"Chicago, IL",0.753
17031171000,"Dunning, Chicago, IL",0.7528
17031430700,"South Side, Chicago, IL",0.7528
17031760803,"O'Hare, Chicago, IL",0.7524
17031222700,"Logan Square, Chicago, IL",0.7524
17031010201,"Rogers Park, Chicago, IL",0.7523
17031251700,"Austin, Chicago, IL",0.7523
17031160502,"Irving Park, Chicago, IL",0.7522
17031610300,"Back of the Yards, Chicago, IL",0.752
17031410600,"Hyde Park, Chicago, IL",0.7519
17031020100,"West Ridge, Chicago, IL",0.7518
17031710500,"Auburn Gresham, Chicago, IL",0.7517
17031650100,"South Side, Chicago, IL",0.7516
17031390400,"Kenwood, Chicago, IL",0.7516
17031250200,"Austin, Chicago, IL",0.7515
17031842800,"Brighton Park, Chicago, IL",0.7515
17031301701,"Little Village, Chicago, IL",0.7512
17031834500,"South Side, Chicago, IL",0.7512
17031190100,"Belmont Cragin, Chicago, IL",0.751
17031220902,"Logan Square, Chicago, IL",0.751
17031271400,"East Garfield Park, Chicago, IL",0.7506
17031020801,"West Ridge, Chicago, IL",0.7505
17031230600,"Humboldt Park, Chicago, IL",0.7503
17031251100,"Austin, Chicago, IL",0.7501
17031500300,"South Side, Chicago, IL",0.7499
17031817700,"Maywood, IL",0.7498
17031681100,"Englewood, Chicago, IL",0.7498
17031560700,"Garfield Ridge, Chicago, IL",0.7498
17031062900,"Lake View, Chicago, IL",0.7497
17031010503,"Rogers Park, Chicago, IL",0.7496
17031243000,"West Town, Chicago, IL",0.7495
17031242000,"Noble Square, Chicago, IL",0.7494
18089020500,"Hammond, IN",0.7493
17031730500,"South Side, Chicago, IL",0.7492
17031820604,"Justice, IL",0.7491
17031170400,"Dunning, Chicago, IL",0.749
17031330100,"Near South Side, Chicago, IL",0.7489
17031440800,"South Side, Chicago, IL",0.7488
17031221100,"Logan Square, Chicago, IL",0.7488
17031020400,"West Ridge, Chicago, IL",0.7487
17031430102,"South Shore, Chicago, IL",0.7486
17031491100,"South Side, Chicago, IL",0.7484
17031170100,"Dunning, Chicago, IL",0.7484
17031063301,"Lake View East, Chicago, IL",0.7484
17031500200,"South Side, Chicago, IL",0.7483
17031291600,"Douglas Park, Chicago, IL",0.7481
17031831300,"West Humboldt Park, Chicago, IL",0.7481
17031813400,"Cicero, IL",0.748
17031020302,"West Ridge, Chicago, IL",0.7479
17031431200,"South Side, Chicago, IL",0.7476
17031250300,"Austin, Chicago, IL",0.7476
17031834300,"Avalon Park, Chicago, IL",0.7476
17031839600,"Bronzeville, Chicago, IL",0.7474
17031821500,"Riverdale, IL",0.7473
17031490600,"Longwood Manor, Chicago, IL",0.7471
17031711100,"South Side, Chicago, IL",0.7471
17031460301,"South Side, Chicago, IL",0.747
17031600700,"Bridgeport, Chicago, IL",0.747
17031461000,"South Chicago, Chicago, IL",0.7468
17031221300,"Logan Square, Chicago, IL",0.7466
17031691300,"South Side, Chicago, IL",0.7466
17031240200,"West Town, Chicago, IL",0.7466
17031160900,"Irving Park, Chicago, IL",0.7465
17031310300,"Lower West Side, Chicago, IL",0.7462
18089010304,"Gary, IN",0.7462
17031826201,"South Holland, IL",0.7461
17031491200,"South Side, Chicago, IL",0.7461
17031841500,"Lawndale, Chicago, IL",0.7461
17031630800,"South Side, Chicago, IL",0.746
17031261000,"Garfield Park, Chicago, IL",0.7459
17031710600,"South Side, Chicago, IL",0.7459
17031271200,"East Garfield Park, Chicago, IL",0.7456
17031460302,"South Chicago, Chicago, IL",0.7455
17031210602,"Avondale, Chicago, IL",0.7451
17031292200,"Lawndale, Chicago, IL",0.7449
17031151002,"Cragin, Chicago, IL",0.7448
17031190601,"Belmont Central, Chicago, IL",0.7447
17031191200,"Belmont Cragin, Chicago, IL",0.7446
17031251600,"Austin, Chicago, IL",0.7444
17031031000,"Uptown, Chicago, IL",0.7441
17031071800,"Lincoln Park, Chicago, IL",0.744
17031460100,"South Chicago, Chicago, IL",0.7438
17031251200,"Austin, Chicago, IL",0.7437
17031081300,"Streeterville, Chicago, IL",0.7433
17031730600,"South Side, Chicago, IL",0.7433
17031691400,"South Side, Chicago, IL",0.7432
17031809800,"Evanston, IL",0.7432
17031251900,"Austin, Chicago, IL",0.743
17031630200,"Gage Park, Chicago, IL",0.7429
17031050100,"North Center, Chicago, IL",0.7429
17031430500,"South Side, Chicago, IL",0.7426
17031081402,"Streeterville, Chicago, IL",0.7421
17031831400,"Austin, Chicago, IL",0.7419
17031400800,"South Side, Chicago, IL",0.7417
17031710900,"Auburn Gresham, Chicago, IL",0.7417
17031836600,"Humboldt Park, Chicago, IL",0.7415
17031816000,"Forest Park, IL",0.7415
17031660800,"South Side, Chicago, IL",0.7414
17031660302,"Chicago Lawn, Chicago, IL",0.7412
17031835200,"Garfield Ridge, Chicago, IL",0.7409
17031660400,"Chicago Lawn, Chicago, IL",0.7408
17031810000,"Evanston, IL",0.7406
17031520600,"East Side, Chicago, IL",0.7406
17031010400,"Rogers Park, Chicago, IL",0.7404
17031510300,"Jeffrey Manor, Chicago, IL",0.7402
17031220602,"Logan Square, Chicago, IL",0.7401
17031252202,"Austin, Chicago, IL",0.74
17031310800,"Heart of Chicago, Chicago, IL",0.7399
17031826600,"Riverdale, IL",0.7399
17031824900,"Markham, IL",0.7398
17031420100,"South Side, Chicago, IL",0.7398
17031020901,"West Ridge, Chicago, IL",0.7397
17031820603,"Justice, IL",0.7397
17031838800,"South Deering, Chicago, IL",0.7395
17031831100,"Avondale, Chicago, IL",0.7395
17031490800,"Roseland, Chicago, IL",0.7394
17031220400,"Logan Square, Chicago, IL",0.7392
17031241000,"Humboldt Park, Chicago, IL",0.739
17031081700,"River North, Chicago, IL",0.739
17031827100,"Harvey, IL",0.7388
17031630400,"South Side, Chicago, IL",0.7385
17031814100,"Cicero, IL",0.7384
17031020802,"West Ridge, Chicago, IL",0.7379
17031770602,"Des Plaines, IL",0.7379
17031081900,"Cabrini-Green, Chicago, IL",0.7378
17031301702,"Little Village, Chicago, IL",0.7377
17031242200,"West Town, Chicago, IL",0.7377
17031381400,"South Side, Chicago, IL",0.737
17031081401,"Streeterville, Chicago, IL",0.737
17031842500,"Greater Grand Crossing, Chicago, IL",0.7368
17031440102,"East Chatham, Chicago, IL",0.7368
17031540102,"Golden Gate, Chicago, IL",0.7367
17031710400,"South Side, Chicago, IL",0.7366
17031580300,"South Side, Chicago, IL",0.7366
17031282800,"Near West Side, Chicago, IL",0.7364
17031030101,"Edgewater, Chicago, IL",0.736
17031071100,"Lincoln Park, Chicago, IL",0.736
17031301600,"Little Village, Chicago, IL",0.736
17031830700,"Uptown, Chicago, IL",0.7358
17031681300,"Englewood, Chicago, IL",0.7357
17031611200,"Back of the Yards, Chicago, IL",0.7357
17031730201,"South Side, Chicago, IL",0.7353
17031210601,"Avondale, Chicago, IL",0.735
17031231200,"Humboldt Park, Chicago, IL",0.7349
17031823603,"Robbins, IL",0.7349
17031840700,"Little Village, Chicago, IL",0.7349
17031160100,"Irving Park, Chicago, IL",0.7348
17043844306,"Villa Park, IL",0.7348
17031843700,"North Center, Chicago, IL",0.7346
17031691500,"Grand Crossing, Chicago, IL",0.7345
17031030701,"Edgewater, Chicago, IL",0.7344
17031490901,"South Side, Chicago, IL",0.7344
17031292500,"Lawndale, Chicago, IL",0.7343
17031580600,"Brighton Park, Chicago, IL",0.7341
17031381500,"Bronzeville, Chicago, IL",0.7341
17031243400,"West Town, Chicago, IL",0.7339
17031831900,"Lake View, Chicago, IL",0.7339
17031060800,"Lake View, Chicago, IL",0.7338
17031251000,"Austin, Chicago, IL",0.7337
17031750100,"Morgan Park, Chicago, IL",0.7337
17031826700,"Riverdale, IL",0.7336
17031837800,"Near West Side, Chicago, IL",0.7336
17031252201,"Austin, Chicago, IL",0.7333
17031826800,"Dixmoor, IL",0.7332
17031814200,"Cicero, IL",0.7332
17031460700,"South Chicago, Chicago, IL",0.7331
17031061902,"Lake View East, Chicago, IL",0.7329
17031180100,"Montclare, Chicago, IL",0.7329
17031260400,"Garfield Park, Chicago, IL",0.7329
17031242400,"Ukrainian Village, Chicago, IL",0.7327
17031835000,"Chicago Lawn, Chicago, IL",0.7327
17031840800,"Little Village, Chicago, IL",0.7326
17031671600,"Englewood, Chicago, IL",0.7325
17031710200,"Auburn Gresham, Chicago, IL",0.7325
17031813600,"Cicero, IL",0.7324
17031190300,"Belmont Cragin, Chicago, IL",0.7324
17031841200,"Heart of Chicago, Chicago, IL",0.7324
17031530100,"South Side, Chicago, IL",0.7324
17031440600,"South Side, Chicago, IL",0.7323
17031827400,"Harvey, IL",0.7317
17031837300,"East Garfield Park, Chicago, IL",0.7317
17031440202,"South Side, Chicago, IL",0.7317
17031823703,"Bridgeview, IL",0.7316
17031020602,"West Rogers Park, Chicago, IL",0.7315
17031810600,"Harwood Heights, IL",0.7315
17031840400,"McKinley Park, Chicago, IL",0.7314
17031231100,"Humboldt Park, Chicago, IL",0.7312
17031836000,"Bronzeville, Chicago, IL",0.7312
17031351000,"Bronzeville, Chicago, IL",0.7312
17031010702,"Rogers Park, Chicago, IL",0.7311
17031460400,"South Chicago, Chicago, IL",0.7311
17031820202,"Hodgkins, IL",0.7311
17031431400,"South Shore, Chicago, IL",0.731
17031834200,"South Shore, Chicago, IL",0.7309
18089030300,"East Chicago, IN",0.7309
17031190401,"Belmont Central, Chicago, IL",0.7308
17031580502,"Brighton Park, Chicago, IL",0.7307
17031816402,"Melrose Park, IL",0.7306
17031812301,"Oak Park, IL",0.7306
17031836900,"East Garfield Park, Chicago, IL",0.7304
17031220901,"Logan Square, Chicago, IL",0.7299
17031020301,"West Ridge, Chicago, IL",0.7298
17031560300,"South Side, Chicago, IL",0.7297
17031440900,"South Side, Chicago, IL",0.7296
17031140602,"Albany Park, Chicago, IL",0.7296
17031710800,"Auburn Gresham, Chicago, IL",0.7296
17031836200,"Hyde Park, Chicago, IL",0.7296
17031420300,"South Side, Chicago, IL",0.7292
17031840100,"Bridgeport, Chicago, IL",0.7291
17031410900,"East Hyde Park, Chicago, IL",0.729
17031210100,"Avondale, Chicago, IL",0.7288
17031838100,"Near West Side, Chicago, IL",0.7288
17031806501,"Des Plaines, IL",0.7286
17031010202,"Rogers Park, Chicago, IL",0.7283
17031681400,"Englewood, Chicago, IL",0.7282
17031032100,"Uptown, Chicago, IL",0.7281
17031060200,"Lake View, Chicago, IL",0.728
17031301802,"Little Village, Chicago, IL",0.728
17031809900,"Evanston, IL",0.728
17031813801,"Cicero, IL",0.728
17031831600,"Montclare, Chicago, IL",0.7279
17031730400,"South Side, Chicago, IL",0.7278
17031020702,"West Rogers Park, Chicago, IL",0.7277
17031271800,"East Garfield Park, Chicago, IL",0.7277
17031161100,"Irving Park, Chicago, IL",0.7275
17031816401,"Melrose Park, IL",0.7273
17031843800,"South Side, Chicago, IL",0.7272
17031690500,"Greater Grand Crossing, Chicago, IL",0.7266
17031071600,"Lincoln Park, Chicago, IL",0.7261
17031190402,"Belmont Central, Chicago, IL",0.7261
17031560200,"South Side, Chicago, IL",0.7257
17031320100,"Chicago Loop, Chicago, IL",0.7255
17031832400,"Logan Square, Chicago, IL",0.7255
17031260600,"Garfield Park, Chicago, IL",0.7255
17031820800,"Chicago, IL",0.7254
17031580501,"South Side, Chicago, IL",0.7252
17031140701,"Albany Park, Chicago, IL",0.7252
17031030604,"Edgewater Beach, Chicago, IL",0.7244
17031300500,"Little Village, Chicago, IL",0.7244
17031590700,"McKinley Park, Chicago, IL",0.724
17031843000,"Lawndale, Chicago, IL",0.7237
17031660600,"Chicago Lawn, Chicago, IL",0.7234
17031063400,"Lake View East, Chicago, IL",0.7234
17031300600,"Little Village, Chicago, IL",0.7234
17031670900,"Englewood, Chicago, IL",0.723
17031300900,"Marshall Square, Chicago, IL",0.7229
17031836700,"East Garfield Park, Chicago, IL",0.7228
17031810701,"Elmwood Park, IL",0.7228
17031832600,"Lincoln Park, Chicago, IL",0.7227
17031430200,"South Shore, Chicago, IL",0.7226
17031031300,"Uptown, Chicago, IL",0.7225
17031220702,"Logan Square, Chicago, IL",0.7225
17031450300,"South Side, Chicago, IL",0.7224
17031260900,"Garfield Park, Chicago, IL",0.7223
17031062800,"Lake View, Chicago, IL",0.7221
17031826000,"Calumet City, IL",0.7221
17031310900,"Heart of Chicago, Chicago, IL",0.7218
17031570100,"Archer Heights, Chicago, IL",0.7217
17031130300,"Hollywood Park, Chicago, IL",0.7214
17031540101,"South Side, Chicago, IL",0.7212
17031010501,"Rogers Park, Chicago, IL",0.7211
17031030706,"Edgewater Beach, Chicago, IL",0.721
17031260800,"East Garfield Park, Chicago, IL",0.721
17031530600,"South Side, Chicago, IL",0.7209
17031062700,"Lake View, Chicago, IL",0.7207
17031460500,"South Chicago, Chicago, IL",0.7206
17031242600,"Humboldt Park, Chicago, IL",0.7204
17031062100,"Lake View, Chicago, IL",0.7204
17031420500,"South Side, Chicago, IL",0.7202
17031815900,"Forest Park, IL",0.7201
17031834400,"South Side, Chicago, IL",0.72
17031843300,"Douglas Park, Chicago, IL",0.7199
17031063200,"Lake View East, Chicago, IL",0.7195
17031031100,"Uptown, Chicago, IL",0.7194
17031440101,"East Chatham, Chicago, IL",0.7192
17031282700,"Lawndale, Chicago, IL",0.7189
17031252000,"Austin, Chicago, IL",0.7186
17031530200,"South Side, Chicago, IL",0.7185
17031760801,"O'Hare, Chicago, IL",0.7184
17031839200,"Bronzeville, Chicago, IL",0.7184
17031630100,"Gage Park, Chicago, IL",0.7183
17031241600,"Pulaski Park, Chicago, IL",0.7181
17031813701,"Cicero, IL",0.718
17031611100,"Back of the Yards, Chicago, IL",0.7179
17031243200,"West Town, Chicago, IL",0.7176
17031842200,"Goose Island, Chicago, IL",0.7174
17031730202,"Brainerd, Chicago, IL",0.7173
17031610400,"Back of the Yards, Chicago, IL",0.7173
17031062200,"Lake View, Chicago, IL",0.7171
17031071400,"Lincoln Park, Chicago, IL",0.7169
17031221500,"Logan Square, Chicago, IL",0.7168
17031240700,"West Town, Chicago, IL",0.7167
17031672000,"Englewood, Chicago, IL",0.7163
17031611600,"Back of the Yards, Chicago, IL",0.7163
17031252101,"Austin, Chicago, IL",0.7157
17031843600,"South Side, Chicago, IL",0.7157
17031730300,"Brainerd, Chicago, IL",0.7155
17031490700,"Fernwood, Chicago, IL",0.7155
17031838700,"Lawndale, Chicago, IL",0.7152
17031421200,"Park Manor, Chicago, IL",0.7148
17031031501,"Uptown, Chicago, IL",0.7147
17031834000,"Princeton Park, Chicago, IL",0.7145
17031280800,"Near West Side, Chicago, IL",0.7142
17031810702,"Elmwood Park, IL",0.7142
17031460200,"South Chicago, Chicago, IL",0.7138
17031431301,"South Shore, Chicago, IL",0.7138
17031410500,"Hyde Park, Chicago, IL",0.7136
17031242300,"Ukrainian Village, Chicago, IL",0.7134
17031681000,"Englewood, Chicago, IL",0.7131
17031420700,"South Side, Chicago, IL",0.7126
17031222200,"Bucktown, Chicago, IL",0.7125
17031661000,"Chicago Lawn, Chicago, IL",0.7125
17031081600,"Near North, Chicago, IL",0.7125
17031140200,"Albany Park, Chicago, IL",0.7117
17031190702,"Belmont Cragin, Chicago, IL",0.7113
17031010300,"Rogers Park, Chicago, IL",0.7113
17031835900,"Bronzeville, Chicago, IL",0.7112
17031833900,"South Side, Chicago, IL",0.7108
17031300700,"Little Village, Chicago, IL",0.7107
17031813301,"Cicero, IL",0.7106
17031530501,"South Side, Chicago, IL",0.7105
17031130100,"Pulaski Park, Chicago, IL",0.7103
17031836100,"South Side, Chicago, IL",0.7099
17031805107,"Arlington Heights, IL",0.7099
17031611800,"South Side, Chicago, IL",0.7098
17031832100,"Lake View, Chicago, IL",0.7094
17031611400,"Back of the Yards, Chicago, IL",0.7092
17031671100,"Englewood, Chicago, IL",0.7091
17031570300,"Archer Heights, Chicago, IL",0.7087
17031813302,"Chicago, IL",0.7087
17031171100,"Dunning, Chicago, IL",0.7084
17031710300,"Auburn Gresham, Chicago, IL",0.7084
17031020500,"West Ridge, Chicago, IL",0.7084
17031691100,"South Side, Chicago, IL",0.7082
17031824300,"Robbins, IL",0.7081
17031340600,"Armour Square, Chicago, IL",0.7077
17031240300,"West Town, Chicago, IL",0.7076
17031062300,"Lake View, Chicago, IL",0.7075
17031612100,"South Side, Chicago, IL",0.7072
17031351400,"Bronzeville, Chicago, IL",0.7072
17031838300,"Cabrini-Green, Chicago, IL",0.7071
17031351500,"Bronzeville, Chicago, IL",0.7065
17031222900,"Logan Square, Chicago, IL",0.7064
17031051400,"West Lakeview, Chicago, IL",0.7064
17031841800,"South Side, Chicago, IL",0.7063
17031381900,"South Side, Chicago, IL",0.7062
17031660900,"Chicago Lawn, Chicago, IL",0.7061
17031330200,"Near South Side, Chicago, IL",0.7059
17031420400,"South Side, Chicago, IL",0.7057
17031690300,"Greater Grand Crossing, Chicago, IL",0.7057
17031390500,"South Side, Chicago, IL",0.7056
17031030703,"Edgewater, Chicago, IL",0.7055
17031570400,"South Side, Chicago, IL",0.7053
17031833100,"Near West Side, Chicago, IL",0.7051
17031081201,"Streeterville, Chicago, IL",0.7051
17031031700,"Uptown, Chicago, IL",0.7049
17031140100,"Albany Park, Chicago, IL",0.7047
17031310600,"Lower West Side, Chicago, IL",0.7045
17031290900,"Lawndale, Chicago, IL",0.7038
17031826902,"Harvey, IL",0.7034
17031031900,"Uptown, Chicago, IL",0.7034
17031310500,"Lower West Side, Chicago, IL",0.703
17031301100,"Little Village, Chicago, IL",0.703
17031580800,"Brighton Park, Chicago, IL",0.7027
17031251800,"Austin, Chicago, IL",0.7027
17031430400,"Grand Crossing, Chicago, IL",0.7025
17031260700,"Garfield Park, Chicago, IL",0.7017
17031420200,"South Side, Chicago, IL",0.7017
17031031200,"Uptown, Chicago, IL",0.7014
17031670800,"Englewood, Chicago, IL",0.7013
17031160501,"Irving Park, Chicago, IL",0.7013
17031431302,"South Shore, Chicago, IL",0.701
17031081000,"Near North, Chicago, IL",0.7008
17031300800,"South Lawndale, Chicago, IL",0.7007
17031291200,"North Lawndale, Chicago, IL",0.7007
17031380200,"Bronzeville, Chicago, IL",0.7005
17031420600,"South Side, Chicago, IL",0.7001
17031160300,"Irving Park, Chicago, IL",0.6997
17031671800,"Englewood, Chicago, IL",0.6997
17031690900,"Greater Grand Crossing, Chicago, IL",0.6996
17031838000,"Near West Side, Chicago, IL",0.6995
17031834800,"Englewood, Chicago, IL",0.699
17031242900,"West Town, Chicago, IL",0.6988
17031611500,"South Side, Chicago, IL",0.6985
17031841700,"Little Village, Chicago, IL",0.6982
17031081403,"Streeterville, Chicago, IL",0.6981
17031836400,"Oakland, Chicago, IL",0.698
17031670100,"Englewood, Chicago, IL",0.6975
17031280400,"Near West Side, Chicago, IL",0.6972
17031491000,"Roseland, Chicago, IL",0.6971
17031241400,"West Town, Chicago, IL",0.6968
17031030200,"Edgewater, Chicago, IL",0.6966
17031220601,"Logan Square, Chicago, IL",0.6961
17031400400,"South Side, Chicago, IL",0.696
17031230500,"Hermosa, Chicago, IL",0.6959
17031420800,"South Side, Chicago, IL",0.6955
17031231500,"East Garfield Park, Chicago, IL",0.6949
17031670200,"Englewood, Chicago, IL",0.6948
17031010600,"Rogers Park, Chicago, IL",0.6942
17031843400,"Lawndale, Chicago, IL",0.6941
17031690400,"South Side, Chicago, IL",0.6934
17031530502,"South Side, Chicago, IL",0.6934
17031051000,"Roscoe Village, Chicago, IL",0.6934
17031283800,"University Village / Little Italy, Chicago, IL",0.6933
17031010502,"Rogers Park, Chicago, IL",0.6933
17031040900,"Lincoln Square, Chicago, IL",0.6933
17031151200,"Portage Park, Chicago, IL",0.6928
17031260200,"Garfield Park, Chicago, IL",0.6926
17031110502,"Jefferson Park, Chicago, IL",0.6925
17031671300,"Englewood, Chicago, IL",0.6921
17031691200,"Greater Grand Crossing, Chicago, IL",0.6918
17031271500,"East Garfield Park, Chicago, IL",0.6918
17031460600,"South Chicago, Chicago, IL",0.6917
17031835800,"Bronzeville, Chicago, IL",0.6912
17031070400,"Lincoln Park, Chicago, IL",0.691
17031031502,"Uptown, Chicago, IL",0.6903
17031470100,"South Side, Chicago, IL",0.69
17031671500,"Englewood, Chicago, IL",0.6899
17031070600,"Lincoln Park, Chicago, IL",0.6893
17031400300,"South Side, Chicago, IL",0.6893
17031260100,"East Garfield Park, Chicago, IL",0.689
17031570500,"South Side, Chicago, IL",0.6889
17031670600,"Englewood, Chicago, IL",0.6885
17031491400,"Roseland, Chicago, IL",0.6884
17031671400,"Englewood, Chicago, IL",0.6882
17031681200,"South Side, Chicago, IL",0.6881
17031301200,"Little Village, Chicago, IL",0.6879
17031030603,"Edgewater, Chicago, IL",0.6871
17031611300,"South Side, Chicago, IL",0.6871
17031827300,"Harvey, IL",0.6863
17031081100,"Near North, Chicago, IL",0.6852
17031834600,"Englewood, Chicago, IL",0.685
17031839000,"Chicago Loop, Chicago, IL",0.6839
17031260500,"Garfield Park, Chicago, IL",0.6838
17031660301,"South Side, Chicago, IL",0.6837
17031292400,"Lawndale, Chicago, IL",0.6837
17031680900,"Englewood, Chicago, IL",0.6836
17031031800,"Uptown, Chicago, IL",0.683
17031030102,"Edgewater, Chicago, IL",0.6825
17031836800,"East Garfield Park, Chicago, IL",0.6822
17031837100,"East Garfield Park, Chicago, IL",0.6822
17031839500,"Bronzeville, Chicago, IL",0.682
17031020601,"West Ridge, Chicago, IL",0.6813
17031710100,"Auburn Gresham, Chicago, IL",0.6805
17031838600,"Lawndale, Chicago, IL",0.68
17031430900,"South Shore, Chicago, IL",0.6796
17031062500,"Lake View, Chicago, IL",0.6794
17031841400,"Little Village, Chicago, IL",0.6792
17031350400,"Douglas, Chicago, IL",0.6788
17031841600,"Lawndale, Chicago, IL",0.6786
17031351100,"Bronzeville, Chicago, IL",0.6785
17031030601,"Edgewater, Chicago, IL",0.6782
17031837000,"East Garfield Park, Chicago, IL",0.6779
17031834900,"Englewood, Chicago, IL",0.6773
17031612000,"Back of the Yards, Chicago, IL",0.6759
17031611700,"South Side, Chicago, IL",0.6757
17031837400,"East Garfield Park, Chicago, IL",0.6755
17031670700,"South Side, Chicago, IL",0.675
17031320400,"Chicago Loop, Chicago, IL",0.6748
17031380100,"Bronzeville, Chicago, IL",0.6748
17031842900,"University Village / Little Italy, Chicago, IL",0.6741
17031836300,"South Side, Chicago, IL",0.674
17031611900,"Back of the Yards, Chicago, IL",0.6724
17031280900,"Near West Side, Chicago, IL",0.6722
17031151100,"Portage Park, Chicago, IL",0.672
17031839100,"Chicago Loop, Chicago, IL",0.6716
17031310400,"Lower West Side, Chicago, IL",0.6714
17031390100,"Kenwood, Chicago, IL",0.6714
17031060100,"Lake View, Chicago, IL",0.6713
17031841000,"Near South Side, Chicago, IL",0.6705
17031210502,"Avondale, Chicago, IL",0.6701
17031260300,"Garfield Park, Chicago, IL",0.6698
17031080202,"Gold Coast, Chicago, IL",0.6689
17031430300,"Grand Crossing, Chicago, IL",0.6677
17031390300,"Kenwood, Chicago, IL",0.6677
17031835600,"Fuller Park, Chicago, IL",0.6666
17031710700,"Auburn Gresham, Chicago, IL",0.6656
17031161300,"Irving Park, Chicago, IL",0.6644
17031835500,"Fuller Park, Chicago, IL",0.6641
17031070102,"Lincoln Park, Chicago, IL",0.6635
17031826901,"Harvey, IL",0.6633
17031081202,"Gold Coast, Chicago, IL",0.6627
17031843500,"Little Village, Chicago, IL",0.6625
17031380700,"Bronzeville, Chicago, IL",0.6622
17031080300,"Old Town, Chicago, IL",0.6613
17031242100,"West Town, Chicago, IL",0.6607
17031611000,"Back of the Yards, Chicago, IL",0.6571
17031030103,"Edgewater, Chicago, IL",0.656
17031070500,"Lincoln Park, Chicago, IL",0.6555
17031660700,"Chicago Lawn, Chicago, IL",0.6543
17031671200,"Englewood, Chicago, IL",0.6542
17031680500,"Englewood, Chicago, IL",0.654
17031560400,"South Side, Chicago, IL",0.6529
17031831000,"Bucktown, Chicago, IL",0.6474
17031680600,"Englewood, Chicago, IL",0.6455
17031061200,"Wrigleyville, Chicago, IL",0.6413
17031836500,"Bronzeville, Chicago, IL",0.6397
17031210501,"Avondale, Chicago, IL",0.6342
17031400500,"South Side, Chicago, IL",0.6325
17031360200,"Bronzeville, Chicago, IL",0.6283
17031271300,"East Garfield Park, Chicago, IL",0.6262
17031834700,"Englewood, Chicago, IL",0.6226
17031380500,"Bronzeville, Chicago, IL",0.6209
17031081500,"Near North, Chicago, IL",0.6088
17031390200,"South Side, Chicago, IL",0.5718
17031030702,"Edgewater Beach, Chicago, IL",0.5671
17031243500,"West Town, Chicago, IL",0.5453
17031980100,"Clearing, Chicago, IL",
17031980000,"O'Hare, Des Plaines, IL",
17031835700,"Bronzeville, Chicago, IL",
